deg,mos_pred,noi_pred,dis_pred,col_pred,loud_pred,model
REDLAT_AF057_Phonological.wav,1.8439867,1.9665825,3.5255654,2.609123,2.2218034,NISQAv2
REDLAT_AF057_Phonological2.wav,1.8029674,1.7490644,2.9510515,1.9308361,2.2966356,NISQAv2
REDLAT_AF057_Semantic.wav,2.215907,1.9006602,3.277552,2.3950834,2.8899708,NISQAv2
REDLAT_AF057_Semantic2.wav,1.9646678,2.0009031,3.4824674,2.4614232,2.3698676,NISQAv2
REDLAT_AF058_CraftDe.wav,1.5241848,1.8861475,3.2692964,1.9542332,2.386222,NISQAv2
REDLAT_AF058_CraftIm.wav,1.4030674,1.7318056,2.559198,1.6747559,2.0788155,NISQAv2
REDLAT_AF058_Fugu.wav,2.256289,2.0516245,2.9425302,2.2407227,2.9089875,NISQAv2
REDLAT_AF058_Phonological.wav,1.8161948,1.8250141,3.2098598,2.2719913,2.357515,NISQAv2
REDLAT_AF058_Phonological2.wav,1.447525,1.544547,2.5772536,1.8204287,1.941429,NISQAv2
REDLAT_AF058_Semantic.wav,1.7593061,1.8291751,3.0771317,1.8246353,2.1567132,NISQAv2
REDLAT_AF058_Semantic2.wav,1.5061764,1.6831102,3.3542736,1.8835999,2.118771,NISQAv2
REDLAT_AF059_CraftDe.wav,1.9452988,1.8671691,3.0851166,2.220161,2.5866587,NISQAv2
REDLAT_AF059_CraftIm.wav,1.9073983,1.7722846,2.9849815,2.029059,2.6259465,NISQAv2
REDLAT_AF059_Fugu.wav,2.8802023,2.152757,3.9702225,3.064265,3.3156226,NISQAv2
REDLAT_AF059_Phonological.wav,1.4825716,1.7220201,2.4416575,1.7925682,1.716746,NISQAv2
REDLAT_AF059_Phonological2.wav,1.4465237,1.5775312,2.2674336,1.710472,1.7355958,NISQAv2
REDLAT_AF059_Semantic.wav,1.3997968,1.6320933,2.3932464,1.7919894,1.7769985,NISQAv2
REDLAT_AF059_Semantic2.wav,1.2413784,1.7692256,2.5921407,1.7810516,1.6993394,NISQAv2
REDLAT_AF060_CraftDe.wav,1.9980444,1.8428146,3.1576073,2.2893727,2.6677816,NISQAv2
REDLAT_AF060_CraftIm.wav,1.7332696,1.7374165,3.0964816,2.0066254,2.3926585,NISQAv2
REDLAT_AF060_Fugu.wav,1.8751405,1.8813282,2.7524426,2.1067183,2.8849182,NISQAv2
REDLAT_AF060_Phonological.wav,1.136263,1.715599,2.6031647,1.6284829,1.5629735,NISQAv2
