deg,mos_pred,noi_pred,dis_pred,col_pred,loud_pred,model
TUM0002_0236_P__20250503__Rutina__to9H.wav,1.4931549,3.3533695,2.1090026,2.077774,2.538942,NISQAv2
LIM0003_0005_A__20241011__Rutina__LW4j.wav,1.6369036,3.2556136,2.2843072,2.227905,2.9256861,NISQAv2
TUM0007_0004P__20240923__Rutina__qavy.wav,2.2140265,3.6240656,2.8367777,2.6076875,3.0864847,NISQAv2
LIM0007_0034_A__20250117__Lámina_1__GvJY.wav,3.5470035,3.6892307,4.193532,3.2537165,3.139412,NISQAv2
HUA0004_0246P__20250530__Rutina__0kEq.wav,1.7357196,4.024791,3.9766138,3.1883292,1.2668788,NISQAv2
LIM0009_0008_A__20241012__Rutina__ncOM.wav,1.5612453,3.464094,2.1929812,2.2801845,2.8493364,NISQAv2
LIM0002_0067_P__20250210__Recuerdo_agradable__aTzV.wav,1.7887594,3.0228102,2.1514447,2.2973666,3.1183455,NISQAv2
IQT0012_0063_A__20250325__Rutina__gsD2.wav,1.3086714,2.9836087,2.0554528,2.0504081,2.000244,NISQAv2
TUM0002_0128_A__20241205__Rutina__5o6P.wav,1.8856004,3.2024136,2.056467,2.5066063,3.2691963,NISQAv2
LIM0002_0067_P__20250210__Rutina__Bm7v.wav,1.6856401,3.2604373,1.9631913,2.1501203,3.1559994,NISQAv2
TUM0006_0137P__20250211__Re-narración_de_video__Z8TN.wav,1.6398073,3.3451307,1.9334173,2.128376,2.5145938,NISQAv2
LIM0002_0152_A__20250508__Re-narración_de_video__vi9C.wav,1.5515358,3.2848613,2.242544,2.1518884,2.041616,NISQAv2
TUM0003_0175_P__20250312__Rutina__7A7F.wav,2.0663545,3.5655878,2.147986,2.5284548,3.3587444,NISQAv2
IQT0008_0145p__20250612__Recuerdo_agradable__oWYF.wav,0.8806194,2.8508441,1.9303403,1.8733218,2.137482,NISQAv2
LIM0006_0139_P__20250506__Rutina__5WR6.wav,2.2371247,3.2976801,2.2732608,2.3639073,3.286849,NISQAv2
TUM0003_0265_A__20250524__Re-narración_de_video__TkWn.wav,1.5725682,3.2228456,2.0428634,2.3109825,2.3966048,NISQAv2
TUM0009_0282_P__20250522__Re-narración_de_video__cI0k.wav,3.0063455,3.9201581,3.6891458,3.3786566,3.0422554,NISQAv2
LIM0002_0055_P__20250120__Recuerdo_agradable__kGhH.wav,1.5979732,3.1719968,2.2972586,2.1559968,2.452667,NISQAv2
LIM0003_0168_P__20250528__Re-narración_de_video__zFOc.wav,1.9527811,3.2242606,2.1713374,2.3832605,3.1964228,NISQAv2
HUA0006_0013A__20241125__Lámina_1__icxe.wav,2.3913012,3.530602,2.523721,2.506767,2.616574,NISQAv2
LIM0007_0004_A__20241017__Lámina_1__kkrI.wav,2.5260537,3.413997,2.8492131,2.7442389,2.7749026,NISQAv2
HUA0004_0098P__20250217__Recuerdo_agradable__80kA.wav,1.0781474,3.2309334,1.618875,1.7851747,2.5834873,NISQAv2
TUM0010_0148P__20241213__Recuerdo_agradable__jjsj.wav,1.7460076,2.8613765,1.9944534,2.0505497,3.0743372,NISQAv2
LIM0005_0011_A__20241010__Re-narración_de_video__2SkY.wav,3.363439,3.99063,3.667002,3.35451,3.5412233,NISQAv2
LIM0002_0050_P__20250108__Re-narración_de_video__luMO.wav,1.9377161,3.0787904,2.1090329,2.1600797,2.8611822,NISQAv2
LIM0004_0100_A__20250313__Re-narración_de_video__zsTY.wav,1.3849531,3.1871097,2.5559857,2.2325118,2.8520615,NISQAv2
TUM0002_0251P__20250527__Rutina__DRhm.wav,1.0549742,2.626531,1.8674202,2.0037255,2.8144257,NISQAv2
LIM0006_0067_A__20250314__Rutina__SN02.wav,1.4514993,3.3634155,1.8715594,2.0675645,2.9415147,NISQAv2
IQT0010_0013_A__20241125__Recuerdo_agradable__VTm3.wav,1.4912711,3.3578851,1.9700572,2.049738,2.5605526,NISQAv2
IQT0011_0131_A__20250405__Lámina_1__Or3H.wav,1.693055,3.2654912,1.8846738,2.08515,3.1616244,NISQAv2
HUA0004_0094A__20250207__Rutina__OqRx.wav,2.4377432,2.9992545,3.9638672,2.8148978,2.587248,NISQAv2
TUM0002_0175_P__20250405__Recuerdo_agradable__JTJS.wav,1.2697923,3.1278942,2.0714114,1.9676756,2.089065,NISQAv2
LIM0008_0001_A__20241025__Rutina__4sBC.wav,1.3977655,3.5162222,1.9067068,1.893686,2.295825,NISQAv2
LIM0003_0048_A__20241215__Recuerdo_agradable__91FG.wav,2.373304,3.677376,2.8631256,2.4671197,2.564379,NISQAv2
TUM0002_0023_A__20241205__Recuerdo_agradable__UOsM.wav,1.8666935,3.0947728,1.915355,2.2826905,3.3565261,NISQAv2
IQT0007_0136_A__20250329__Recuerdo_agradable__bLjZ.wav,1.3714892,3.3554635,2.081769,2.0751116,2.5768385,NISQAv2
LIM0010_0006_P__20241213__Recuerdo_agradable__j8Oy.wav,2.043592,3.5732002,2.2787561,2.1792676,2.8499882,NISQAv2
TUM0007_0209_A__20250523__Re-narración_de_video__H7ii.wav,1.583132,3.2609456,2.0809503,2.2919137,2.3801563,NISQAv2
LIM0006_0079_P__20250226__Recuerdo_agradable__vmSo.wav,1.287929,3.1464458,1.9102097,2.0395746,2.6164575,NISQAv2
IQT0007_0136_A__20250329__Rutina__8uJL.wav,1.7900136,3.5184286,2.0856369,2.055889,2.8062966,NISQAv2
HUA0005_0002__20241214__Recuerdo_agradable__lb6y.wav,2.558981,3.8901315,3.5046916,2.9634492,3.5841436,NISQAv2
TUM0004_0194_A__20250314__Rutina__SSyU.wav,2.33068,3.6904352,2.274796,2.7748704,3.4844942,NISQAv2
IQT0012_0071_A__20250328__Recuerdo_agradable__tiCU.wav,1.149161,3.1108065,2.0921524,1.9280012,1.9461316,NISQAv2
LIM0007_0118_A__20250512__Rutina__WYOw.wav,2.4443316,3.5680327,2.8261373,2.7652476,2.476822,NISQAv2
TUM0003_0252_P__20250508__Rutina__X4m9.wav,0.99518245,3.1033082,1.8913388,1.7636979,1.8702117,NISQAv2
TUM0002_0249_A__20250528__Rutina__luhr.wav,1.4868908,2.6485093,2.4628325,2.0070348,2.3565667,NISQAv2
TUM0008_0265P__20250512__Recuerdo_agradable__ooOK.wav,1.8773795,3.1335905,2.3638334,2.7813823,3.3235524,NISQAv2
IQT0003_0184_A__20250314__Re-narración_de_video__dj4f.wav,3.8611126,4.1897135,4.37161,3.726683,3.6055298,NISQAv2
LIM0006_0050_A__20250116__Re-narración_de_video__NGkS.wav,1.7113172,3.1103878,4.008251,2.4633143,1.8048668,NISQAv2
TUM0009_0269A__20250411__Lámina_1__1NZZ.wav,1.8895586,3.5357852,2.185925,2.2787774,2.8410413,NISQAv2
LIM0005_0011_A__20241010__Rutina__nBxU.wav,3.3434393,3.8892581,3.0809622,3.0056682,3.526777,NISQAv2
TUM0002_0186A__20250409__Recuerdo_agradable__YF0j.wav,1.374933,3.3251016,1.885026,2.0368543,2.227856,NISQAv2
LIM0004_0006A__20250228__Rutina__vhgj.wav,3.1457174,3.861967,3.5385787,3.0496435,4.0808754,NISQAv2
LIM0002_0103_A__20250325__Recuerdo_agradable__NaDG.wav,1.2871039,3.1402233,2.0772483,2.1991723,1.6654408,NISQAv2
TUM0010_0003A__20240920__Recuerdo_agradable__uZg4.wav,2.1454165,4.1103406,4.5775537,3.2168121,1.582102,NISQAv2
HUA0010_0030P__20250216__Rutina__mAPb.wav,4.4674654,4.506958,4.5066547,4.17137,4.2710023,NISQAv2
HUA0009_0292A__20250502__Re-narración_de_video__HiUO.wav,1.9659094,3.4483948,2.3888662,2.3133502,2.0963607,NISQAv2
LIM0008_0089_A__20250317__Re-narración_de_video__YwAC.wav,1.6382462,3.2896905,1.9605029,2.1954775,2.8552847,NISQAv2
IQT0003_0295_A__20250520__Recuerdo_agradable__eVas.wav,2.3522499,3.9674304,2.1794908,2.8044798,3.1943302,NISQAv2
LIM0007_0075_P__20250314__Rutina__mE0T.wav,2.070723,3.1958117,2.7371266,2.2144098,2.768907,NISQAv2
LIM0004_0062_P__20250129__Recuerdo_agradable__bJmz.wav,1.70723,3.2283714,2.247567,2.11357,2.6184142,NISQAv2
TUM0002_0151A__20250318__Recuerdo_agradable__RM0N.wav,2.363989,3.1040266,2.2947633,2.6170256,3.4529793,NISQAv2
LIM0005_0116_A__20250404__Re-narración_de_video__8yst.wav,1.7847277,3.3361175,2.3221128,2.4555163,3.012845,NISQAv2
LIM0006_0047_A__20250109__Rutina__dMMW.wav,1.5354209,3.430033,2.337547,2.1434267,2.9716566,NISQAv2
IQT0004_0044_P-__20250125__Recuerdo_agradable__R0cC.wav,1.6759762,3.058365,2.4768205,2.0460994,2.645861,NISQAv2
TUM0007_0004A__20240923__Lámina_1__eLdA.wav,1.141593,2.974424,1.9044087,1.9264792,2.5952604,NISQAv2
LIM0003_0008_A__20241023__Lámina_1__aswi.wav,1.8110085,3.2589943,2.2689538,2.3700755,2.643954,NISQAv2
LIM0007_0005_A__20241016__Rutina__HzTi.wav,2.058228,3.432947,2.3195052,2.4533527,2.1717796,NISQAv2
LIM0002_0010_P__20250109__Recuerdo_agradable__KwXR.wav,1.7808491,3.417697,2.2285132,2.4370205,3.2936192,NISQAv2
LIM0007_0094_A__20250406__Rutina__yu4H.wav,1.9416783,3.4037716,2.253317,2.4813108,3.3294811,NISQAv2
LIM0004_0075_A__20250227__Rutina__QRhf.wav,1.5652565,3.306637,2.077355,2.1647456,2.308131,NISQAv2
TUM0008_0004__20240921__Rutina__StjV.wav,2.5320904,3.7703564,2.9668343,2.7267916,3.5251803,NISQAv2
TUM0010_0100A__20241026__Rutina__qgiP.wav,2.2735248,3.69041,2.7518423,2.9526598,3.4631019,NISQAv2
TUM0006_0247A__20250428__Re-narración_de_video__H6Ec.wav,2.1409528,3.7617514,2.337632,2.483976,2.9361126,NISQAv2
LIM0002_0172_P__20250529__Rutina__yGaY.wav,1.86796,2.866636,2.8257775,2.4566388,3.1283076,NISQAv2
TUM0003_0193_A__20250331__Lámina_1__GcRO.wav,1.5560755,3.089687,2.0986335,2.0364568,2.6177497,NISQAv2
TUM0010_0222_A__20250315__Recuerdo_agradable__EicG.wav,1.5850981,3.485942,2.503579,1.9784744,2.279893,NISQAv2
LIM0004_0067_P__20250126__Recuerdo_agradable__cv0q.wav,2.3614683,3.623889,2.3781054,2.5753453,3.4092715,NISQAv2
LIM0007_0117_A__20250508__Rutina__eXzL.wav,2.428119,3.3195539,2.3813949,2.4982865,3.320421,NISQAv2
PRUEBALIM02_0003_A__20250228__Lámina_1__tgfD.wav,2.0728467,3.2990596,2.5835433,2.7231376,2.82497,NISQAv2
TUM0002_0195A__20250415__Re-narración_de_video__TGQ1.wav,1.5809302,3.4375288,2.0875657,1.9629079,2.5844119,NISQAv2
HUA0004_0094A__20250207__Re-narración_de_video__ouAA.wav,1.4180365,3.1068537,1.7321405,1.9741026,2.7735305,NISQAv2
IQT0008_0144p__20250514__Rutina__H7aZ.wav,1.4509865,3.1314821,1.8650162,1.906117,2.7660205,NISQAv2
LIM0007_0073_A__20250306__Rutina__XR16.wav,1.5709187,3.3657382,1.9920931,2.2437155,2.9061358,NISQAv2
LIM0007_0134_P__20250605__Re-narración_de_video__1esq.wav,0.9734393,3.3780887,1.7385919,1.8174769,2.095506,NISQAv2
LIM0005_0026_P__20241029__Re-narración_de_video__8Gfr.wav,1.1876954,2.8135495,1.8463385,2.077661,2.2429383,NISQAv2
LIM0003_0143_P__20250507__Rutina__PuvU.wav,1.5412666,3.1249158,1.9237118,2.1542356,2.3073092,NISQAv2
LIM0005_0026_A__20241029__Rutina__OICx.wav,1.966598,3.2402184,2.5631127,2.3988407,3.1533117,NISQAv2
IQT0007_0212_P__20250409__Rutina__xhZm.wav,1.682581,2.600453,3.8130221,2.5822744,1.7328159,NISQAv2
TUM0008_0058A__20241026__Rutina__fjNP.wav,1.4648281,3.1217186,1.9608276,1.9853623,2.4191597,NISQAv2
LIM0004_0047_A__20250108__Lámina_1__JusC.wav,1.3924628,3.4209564,1.9997742,2.2862532,2.455442,NISQAv2
LIM0007_0040_P__20241110__Re-narración_de_video__prBQ.wav,1.9119269,3.5101316,2.0922139,2.404781,3.274295,NISQAv2
IQT0008_0150p__20250516__Recuerdo_agradable__IMIt.wav,2.3373551,3.674267,2.6161149,2.5232248,2.843187,NISQAv2
LIM0010_0025_A__20250213__Re-narración_de_video__iFjM.wav,1.8282094,3.4557316,2.009213,2.2167659,2.4877427,NISQAv2
LIM0006_0054_A__20250204__Recuerdo_agradable__AJa9.wav,1.9194809,2.3869612,3.9256797,2.588049,2.251908,NISQAv2
TUM0008_0118_P__20250117__Recuerdo_agradable__eRZA.wav,1.7136753,3.3420398,2.0116386,2.2152603,3.2632391,NISQAv2
TUM0010_0160A__20241220__Re-narración_de_video__NBoo.wav,2.1042483,3.2263484,2.3191142,2.3930366,3.2089803,NISQAv2
LIM0010_0128_A__20250613__Re-narración_de_video__0cMz.wav,2.7478044,3.958196,2.9476616,2.879338,3.6634138,NISQAv2
LIM0003_0168_A__20250528__Re-narración_de_video__HAer.wav,1.7408121,2.6561224,2.1435966,2.1806433,2.9812663,NISQAv2
LIM0006_0128_A__20250403__Rutina__mzME.wav,2.0781224,3.194968,4.188235,3.1204698,1.7553416,NISQAv2
LIM0005_0005_P__20241030__Rutina__IkNd.wav,2.7546246,3.8410318,2.7957282,2.8437245,3.1833644,NISQAv2
LIM0004_0067_A__20250126__Lámina_1__ayM2.wav,1.5930382,2.7818792,2.1060784,2.0960882,2.9541762,NISQAv2
PRUEBA_Iqt002-0001__20250227__Silencio__MNOP.wav,1.1249005,3.2045574,1.7978439,1.7530869,2.4327466,NISQAv2
HUA0005_0128A__20250503__Re-narración_de_video__pU1T.wav,3.7253063,4.2580385,4.0940256,3.5982482,3.8119252,NISQAv2
LIM0004_0077_A__20250213__Rutina__8lym.wav,1.7052062,3.1908576,2.1661103,2.1600702,2.909508,NISQAv2
HUA0008_0022__20250228__Re-narración_de_video__XWo0.wav,1.6578356,3.3757637,2.173454,2.2195663,2.870167,NISQAv2
LIM0006_0128_P__20250403__Lámina_1__Gh10.wav,2.349667,4.005652,4.0548005,2.9982555,1.6816506,NISQAv2
HUA0008_0273A__20250327__Recuerdo_agradable__P6eT.wav,1.2870344,3.31856,1.87303,2.0308306,3.0732129,NISQAv2
TUM0003_0053A__20241104__Rutina__TQjf.wav,1.1934352,2.860089,1.922004,1.9997166,2.889789,NISQAv2
LIM0003_0171_A__20250605__Re-narración_de_video__SVi0.wav,1.6833482,3.3827221,1.9191272,2.142698,3.0933926,NISQAv2
LIM0006_0110_A__20250318__Recuerdo_agradable__KsA5.wav,1.7629251,2.9944472,1.9716744,2.2070286,3.129698,NISQAv2
TUM0005_0241_A__20250402__Recuerdo_agradable__4wsl.wav,1.8132662,2.5520427,3.7498622,2.456375,1.8819939,NISQAv2
LIM0006_0135_A__20250412__Re-narración_de_video__STCk.wav,1.7245399,3.5339696,1.9754097,2.2082202,3.0513208,NISQAv2
LIM0002_0063_A__20250125__Recuerdo_agradable__iwHS.wav,1.4960591,3.1645682,2.082155,1.9595397,2.763359,NISQAv2
LIM0007_0049_A__20250116__Re-narración_de_video__9rdn.wav,2.9659312,3.7118661,3.9809382,2.9727702,2.6365404,NISQAv2
LIM0002_0093_P__20250313__Lámina_1__XiAx.wav,2.1199327,3.2972035,2.3454251,2.6112993,3.5049295,NISQAv2
TUM0008_0103_A__20241221__Recuerdo_agradable__KkRI.wav,1.5266945,3.2237132,1.8639674,2.2170513,3.17097,NISQAv2
HUA0010_0216P__20250421__Recuerdo_agradable__tjtK.wav,1.8765484,3.5694964,2.164577,2.3269053,2.7311838,NISQAv2
LIM0003_0109_P__20250324__Re-narración_de_video__Twwn.wav,2.2669303,3.5468001,2.5666053,2.621918,3.0341172,NISQAv2
IQT0003_0317_P__20250515__Lámina_1__OX2D.wav,1.3235542,3.3046854,1.8499799,1.9458997,2.6366422,NISQAv2
TUM0009_0169_A__20250305__Re-narración_de_video__qG5Y.wav,1.4944911,3.1732926,2.0356467,2.1179757,2.772692,NISQAv2
IQT0007_0083__20241219__Re-narración_de_video__Cidf.wav,1.5966915,3.3617449,2.1603706,2.1301272,2.815115,NISQAv2
LIM0004_0055_P__20250126__Recuerdo_agradable__2CKj.wav,2.306698,3.6172273,2.61414,2.5142214,3.102925,NISQAv2
TUM0010_0100P__20241026__Recuerdo_agradable__NbHi.wav,2.8010867,3.8616927,3.0783744,3.059942,2.639357,NISQAv2
LIM0003_0005_A__20241011__Recuerdo_agradable__7cJa.wav,1.7249289,2.7972383,2.1656375,2.2278779,2.891112,NISQAv2
TUM0002_0166_A__20250403__Recuerdo_agradable__lzT6.wav,2.0356913,3.509815,2.4169712,2.3286433,2.6746182,NISQAv2
LIM0007_0094_A__20250406__Lámina_1__E8Y4.wav,2.1626053,3.352532,2.3410733,2.5780647,3.0775127,NISQAv2
TUM0002_258A__20250602__Rutina__MGAu.wav,1.021331,2.7855723,1.7000813,1.8891582,2.1312346,NISQAv2
HUA0005_0159P__20250514__Recuerdo_agradable__sEyq.wav,1.9555255,3.501869,2.3671339,2.3447948,2.8375144,NISQAv2
TUM0008_0003A__20240921__Rutina__aOaj.wav,1.245209,3.0430834,1.7652097,2.0039399,3.0245242,NISQAv2
TUM0008_0117A__20250118__Re-narración_de_video__cE5y.wav,2.4056299,3.3554041,2.63352,2.7484932,3.164318,NISQAv2
LIM0004_0147_A__20250612__Rutina__Cpuu.wav,2.4286222,2.7673948,2.6774318,2.6514823,3.4266863,NISQAv2
LIM0003_0154_A__20250509__Recuerdo_agradable__1pxQ.wav,1.7921323,2.918709,2.264595,2.247717,3.2108438,NISQAv2
LIM0004_0077_P__20250213__Rutina__uDw1.wav,1.6788375,3.2274277,2.174871,2.480837,2.552169,NISQAv2
LIM0008_0089_P__20250317__Rutina__EerN.wav,1.5994446,3.4239829,1.7466748,2.1819859,3.1760764,NISQAv2
LIM0007_0005_P__20241016__Rutina__THI3.wav,2.2017033,3.6086948,2.3101888,2.4944665,2.136363,NISQAv2
LIM0007_0041_A__20250114__Re-narración_de_video__wNAP.wav,1.4327682,3.366398,1.9467251,2.193848,2.9695048,NISQAv2
IQT0004_0164_P__20250605__Lámina_1__xNhd.wav,1.2372236,2.830704,1.9798517,1.9914373,2.4510717,NISQAv2
IQT0003_0262_P__20250422__Recuerdo_agradable__QCit.wav,0.9706544,2.991564,1.9895489,1.8569851,2.2715287,NISQAv2
LIM0006_0118_A__20250326__Rutina__Hlg9.wav,1.1831993,2.9246771,1.9832675,1.8638487,2.1162808,NISQAv2
LIM0004_0077_A__20250213__Re-narración_de_video__rCHE.wav,2.0136442,3.6062205,2.2449286,2.459456,3.0727808,NISQAv2
IQT0012_0137_P__20250605__Re-narración_de_video__ROF4.wav,1.0069022,3.497437,1.8393896,1.6582003,2.531541,NISQAv2
TUM0002_0211_A__20250421__Re-narración_de_video__U51C.wav,2.322079,3.6820838,2.3730052,2.359267,3.1168363,NISQAv2
TUM0009_0121A__20250203__Re-narración_de_video__GcOr.wav,1.7059985,3.2026467,1.917124,2.1480699,2.7417803,NISQAv2
TUM0002_0156A__20250322__Recuerdo_agradable__O3Xf.wav,1.4577545,3.4087303,1.9528465,2.0431867,2.7222955,NISQAv2
IQT0008_0133p__20250429__Recuerdo_agradable__JN1j.wav,1.1124644,2.951679,2.1115315,1.9455485,2.1315691,NISQAv2
IQT0009_0045_A__20241220__Re-narración_de_video__39Ni.wav,1.6021469,3.4156086,2.5951602,2.4608257,3.0023625,NISQAv2
TUM0009_0283_A__20250527__Recuerdo_agradable__A0SC.wav,2.1901424,3.7392216,2.4912405,2.5155172,2.8430157,NISQAv2
LIM0008_0066_P__20250213__Recuerdo_agradable__Jswx.wav,1.6818802,3.7583342,2.0125105,2.193623,3.3180673,NISQAv2
TUM0010_0307_A__20250506__Lámina_1__zdRX.wav,1.691369,3.4286954,2.4209046,2.2392905,2.2915342,NISQAv2
TUM0007__0191A__20250422__Lámina_1__CBXm.wav,1.2461518,3.0032108,1.7307026,2.2042258,2.467261,NISQAv2
LIM0006_0115_P__20250405__Rutina__v2r6.wav,2.1518605,2.6474252,3.8589056,2.683155,2.1868422,NISQAv2
LIM0002_0061_A__20250206__Lámina_1__LCMb.wav,1.8139609,3.4247792,2.117918,2.490566,3.0563157,NISQAv2
TUM0007_0209_A__20250523__Recuerdo_agradable__8tpj.wav,1.8532428,3.4946034,2.7399275,2.3604715,3.087955,NISQAv2
HUA0009_0044P__20241126__Recuerdo_agradable__1qPF.wav,2.2730803,3.526986,2.679997,2.684577,2.4897263,NISQAv2
TUM0010_0148P__20241213__Rutina__dMEQ.wav,2.303621,3.1320913,2.991882,2.5785253,2.9971354,NISQAv2
TUM0010_0148A__20241213__Rutina__OVXa.wav,2.6618843,4.105671,3.2509453,2.623852,3.445951,NISQAv2
IQT0006_0284_A__20250522__Re-narración_de_video__Inyk.wav,1.7415043,2.8649244,3.7542112,2.4247098,1.8784055,NISQAv2
IQT0006_0376_A__20250610__Recuerdo_agradable__Dg1r.wav,1.6507319,3.470567,2.0651033,2.1564128,3.13122,NISQAv2
TUM0008_0117A__20250118__Rutina__LJAZ.wav,2.626547,3.6868765,2.936583,2.894984,3.318474,NISQAv2
IQT0007_0212_P__20250409__Silencio__74ZP.wav,1.6395271,2.3489573,3.8987236,2.5992646,1.7797385,NISQAv2
TUM0005_0107A__20241115__Recuerdo_agradable__O1UQ.wav,1.5952338,3.1951191,2.2526376,2.4253657,3.228868,NISQAv2
TUM0010_0127A__20241113__Lámina_1__PzR6.wav,1.7126383,3.5911598,2.109062,2.1436102,2.240674,NISQAv2
LIM0004_0026_P__20241105__Rutina__huG1.wav,1.9668741,3.3060453,3.066494,2.6088145,3.2669587,NISQAv2
TUM0008_0053P__20241022__Rutina__oPpV.wav,1.6797012,3.4575016,2.2905047,2.1201162,2.4193907,NISQAv2
HUA0005_0008P__20241212__Rutina__DqU9.wav,3.2089012,4.2331467,3.466682,3.1904333,3.9473417,NISQAv2
LIM0007_0104_P__20250412__Recuerdo_agradable__oD6j.wav,1.2018555,3.0095026,1.9177015,2.0449884,1.7532243,NISQAv2
LIM0007_0041_A__20250114__Rutina__8fmx.wav,2.0289903,3.569903,3.36288,2.8129094,3.4419467,NISQAv2
TUM0003_0194P__20250401__Re-narración_de_video__WEvo.wav,1.3745359,3.4350035,1.836345,2.0124393,2.1203365,NISQAv2
HUA0004_0053__20250324__Rutina__GgGG.wav,2.6326058,3.9632785,3.7713394,2.7591727,2.1818411,NISQAv2
LIM0005_0005_P__20241030__Rutina__Widh.wav,2.8445432,3.9039977,2.971759,2.5937293,3.6220975,NISQAv2
LIM0010_0108_A__20250611__Rutina__LPx1.wav,1.8852664,2.8899367,1.9405894,2.2049987,3.131486,NISQAv2
LIM0007_0034_P__20250117__Rutina__ypgm.wav,2.3242521,3.497165,4.0640125,2.7545445,2.148513,NISQAv2
LIM0005_0113_A__20250324__Rutina__Juex.wav,0.9604772,2.639724,1.8347578,1.9113724,1.9127805,NISQAv2
TUM0002_0030_A__20241004__Rutina__Rr7F.wav,2.2712424,3.7025173,2.3340013,2.709198,3.069585,NISQAv2
LIM0007_0001_A__20241009__Re-narración_de_video__y1Nm.wav,1.956499,3.0680382,3.7776787,2.1940255,2.2807262,NISQAv2
LIM0002_0119_A__20250328__Recuerdo_agradable__Oj1A.wav,1.9700963,2.5810053,3.9813323,2.8321261,1.7755895,NISQAv2
LIM0002_0132_P__20250427__Recuerdo_agradable__nu2J.wav,1.832909,2.98314,1.874475,2.0473785,2.996955,NISQAv2
LIM0004_0010_A__20241029__Re-narración_de_video__tkzr.wav,1.8795098,3.3876631,2.253618,2.4072776,2.4381106,NISQAv2
TUM0008_0277P__20250526__Rutina__bkYL.wav,1.1546372,3.1629426,1.8326478,2.0822313,2.115041,NISQAv2
TUM0004_0258P__20250428__Re-narración_de_video__MJwG.wav,2.27994,3.1971867,3.9890773,2.805093,2.7807891,NISQAv2
LIM0002_0146_A__20250502__Rutina__I7UY.wav,1.4434704,3.387614,2.2243278,2.065908,3.1539485,NISQAv2
LIM0010_0010_A__20250117__Rutina__dFjd.wav,1.3800632,3.2799191,4.002757,2.513338,1.4945589,NISQAv2
LIM0007_0129_A__20250602__Rutina__x3E1.wav,1.5308324,2.7387834,1.9506018,2.0162783,2.6696126,NISQAv2
TUM0002_0230A__20250429__Recuerdo_agradable__bpuf.wav,1.515975,2.850745,2.075971,2.0830278,2.8016055,NISQAv2
IQT0012_0053_P__20250319__Recuerdo_agradable__Vlhs.wav,1.6788145,3.0107954,2.1725142,2.074735,2.6081846,NISQAv2
HUA0007_0138P__20250424__Recuerdo_agradable__wVCd.wav,1.7485608,3.3104513,2.8974066,2.438317,2.92895,NISQAv2
LIM0003_0161_A__20250521__Re-narración_de_video__tpR8.wav,1.5292531,3.3433912,1.7360523,2.0186133,2.9863343,NISQAv2
LIM0004_0063_A__20250129__Lámina_1__r3gl.wav,1.5221207,3.304728,2.018967,2.2594147,2.7941906,NISQAv2
TUM0004_0115_P__20241105__Rutina__kFtC.wav,2.2644148,3.6796267,2.4853895,2.4474537,2.992179,NISQAv2
LIM0008_0020_P__20241122__Recuerdo_agradable__4pAm.wav,1.3072635,3.3628435,2.168854,1.9563,2.7201688,NISQAv2
LIM0002_0092_A__20250311__Rutina__l4AV.wav,1.9314181,3.3053877,2.1502767,2.1441512,3.1095257,NISQAv2
TUM0008_0038P__20241005__Recuerdo_agradable__WXiA.wav,1.3490068,3.501634,2.2970252,1.8901572,2.535561,NISQAv2
LIM0006_0115_P__20250405__Lámina_1__uSBn.wav,1.7274777,3.4230144,1.9388692,2.333325,3.128752,NISQAv2
TUM0002_0236_P__20250503__Re-narración_de_video__wA3U.wav,1.3865329,3.3587725,2.342076,2.150931,2.5288122,NISQAv2
LIM0004_0147_P__20250612__Rutina__HvOR.wav,1.9664661,3.650445,2.3141482,2.1893184,2.9927523,NISQAv2
LIM0007_0094_P__20250406__Rutina__lEmK.wav,1.5294734,3.0596857,2.199061,2.126236,2.2663538,NISQAv2
LIM0010_0024_A__20250212__Recuerdo_agradable__E8gS.wav,1.8482738,3.2125287,2.0848842,2.4675915,3.3095574,NISQAv2
TUM0010_0337A__20250528__Recuerdo_agradable__AvqI.wav,1.8998513,3.5009634,2.4137077,2.264498,2.5453444,NISQAv2
IQT0011_0048_P__20250305__Recuerdo_agradable__OT3r.wav,2.5214639,2.9002388,4.08566,2.8655403,2.3899891,NISQAv2
TUM0002_0272__20250604__Rutina__SpK9.wav,1.3831133,3.2619462,1.9738653,2.133283,2.1388783,NISQAv2
LIM0003_0008_A__20241023__Recuerdo_agradable__pU0f.wav,1.4089457,3.2687294,1.9006705,2.2454698,3.0528345,NISQAv2
LIM0005_0026_P__20241029__Rutina__XthX.wav,1.1065055,3.0479853,2.1854818,2.0220852,1.8570194,NISQAv2
LIM0002_0058_P__20250121__Re-narración_de_video__Um90.wav,1.0133891,2.6763113,1.7770066,1.9513581,2.7359583,NISQAv2
TUM0002_0223A__20250428__Rutina__Ussi.wav,1.638482,3.250542,1.9935539,2.1741707,2.8783772,NISQAv2
LIM0008_0110_A__20250403__Rutina__dMzV.wav,1.5498978,3.2856748,2.1460962,2.2869253,2.7176328,NISQAv2
LIM0007_0103_P__20250413__Recuerdo_agradable__Tj6Y.wav,1.2536068,3.354168,2.112853,2.032669,1.9092438,NISQAv2
LIM0005_0005_P__20241030__Recuerdo_agradable__ws3T.wav,3.0830986,4.082511,2.9468052,3.106756,3.8366318,NISQAv2
LIM0002_0038_A__20241205__Re-narración_de_video__Vzjb.wav,2.1093388,3.560757,2.591106,2.3877702,3.2878225,NISQAv2
